20 <pt<25 	0.486257	0.00853602	22.2475
25 <pt<30 	0.398639	0.0105701	6.63888
30 <pt<40 	0.308494	0.00926899	4.8297
40 <pt<50 	0.209671	0.0100995	3.05737
50 <pt<70 	0.156237	0.0082632	2.28172
70 <pt<100 	0.1117	0.00890912	0.811213
100 <pt<125 	0.067247	0.0109012	1.33985
125 <pt<400 	0.0578962	0.00853216	0.893862
