20<pt<25 	0.427107	0.0146866	3.73191
25<pt<30 	0.408099	0.0202777	6.30824
30<pt<35 	0.372825	0.0233155	0.111637
35<pt<40 	0.235302	0.0198101	1.36196
40<pt<45 	0.233425	0.0245388	1.42785
45<pt<50 	0.219963	0.0310462	0.757597
50<pt<60 	0.200625	0.0227843	1.06399
60<pt<80 	0.201062	0.0273345	0
80<pt<120 	0.163652	0.0355411	0
120<pt<400 	0.063993	0.042056	0.299389
