-0.539172	0.0072134	0.112834	0.000135038
-0.653554	0.00712726	0.0258879	3.00426e-05
-0.823959	0.0072966	0.0532898	6.16038e-05
-0.591858	0.00699315	0.0333973	3.84133e-05
-0.776845	0.00719049	0.0282775	3.24559e-05
-0.728369	0.00710586	0.0294976	3.37185e-05
-0.635697	0.00716714	0.0110107	1.28867e-05
-0.623007	0.00708299	0.0241909	2.80382e-05
-0.722493	0.00719545	0.0155667	1.80356e-05
-0.671473	0.00734229	0.0130335	1.55363e-05
-0.680157	0.00718697	0.0623816	7.2685e-05
-0.814636	0.00725647	0.0272063	3.13241e-05
-0.699141	0.00718825	0.0241627	2.80723e-05
-0.781687	0.00719791	0.0593397	6.81256e-05
-0.872177	0.0072364	0.00196754	2.23866e-06
-0.604844	0.00718676	0.0369932	4.36343e-05
-0.855826	0.00763374	0.0549949	6.61786e-05
-0.737272	0.0077266	0.00555503	6.89474e-06
-1.01889	0.0077705	0.0646831	7.72475e-05
-0.849929	0.0077778	0.00804613	9.87427e-06
-0.832128	0.00777607	0.101231	0.000124553
-1.04765	0.00810137	0.0088595	1.09824e-05
-0.833512	0.00752752	0.0544176	6.48005e-05
-0.797246	0.00766009	0.0273457	3.33277e-05
-1.02258	0.0079726	0.015321	1.87622e-05
-0.980791	0.00779609	0.0459756	5.54112e-05
-0.877113	0.00797775	0.00558924	7.00547e-06
-0.919864	0.00782747	0.00264735	3.23394e-06
-0.982964	0.00772544	0.0532441	6.35685e-05
-0.941855	0.00797478	0.0622389	7.71957e-05
-1.08484	0.00781857	0.0423711	5.0404e-05
-0.966252	0.00776519	0.11198	0.00013473
