20<pt<25 	0.532394	0.0123863	17.7947
25<pt<30 	0.420988	0.0148153	7.8521
30<pt<35 	0.332155	0.0166092	11.6123
35<pt<40 	0.313521	0.0211406	4.80966
40<pt<45 	0.273958	0.0241594	1.89201
45<pt<50 	0.289663	0.0297714	1.92004
50<pt<60 	0.176969	0.0159536	1.36738
60<pt<80 	0.135225	0.0134372	2.13455
80<pt<120 	0.0687435	0.00880184	2.62842
120<pt<400 	0.0897507	0.0156509	4.88217
